"","Reservoir","Site","DateTime","Depth_m","Rep","TP_ugL","TN_ugL","Flag_TP","Flag_TN","NH4_ugL","SRP_ugL","NO3NO2_ugL","Flag_NH4","Flag_SRP","Flag_NO3NO2","DOC_mgL","DIC_mgL","DC_mgL","DN_mgL","Flag_DC","Flag_DIC","Flag_DOC","Flag_DN","Flag_DateTime"
"182","FCR",50,"2020-03-30 12:00:00",8,1,26.2,368,0,0,88,4,8,3,0,0,1.8,4,5.8,0.21,0,0,0,0,1
"183","FCR",50,"2020-03-30 12:00:00",9,1,29.4,457,0,0,179,5,10,3,0,3,1.8,4.1,6,0.25,0,0,0,0,1
"184","FCR",99,"2020-03-30 12:00:00",0.1,1,24.3,125,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,1
"185","FCR",99,"2020-03-30 12:00:00",0.1,2,NA,NA,0,0,7,9,14,3,0,3,0.8,3.7,4.4,0,0,0,0,3,1
"186","FCR",100,"2020-03-30 12:00:00",0.1,1,37.2,190,0,0,8,12,23,3,3,3,1,3.4,4.5,0.03,0,0,0,3,1
"187","FCR",101,"2020-03-30 12:00:00",0.1,1,30.4,158,0,0,4,13,35,3,3,3,0.7,3.5,4.2,0.02,0,0,3,3,1
"188","FCR",102,"2020-03-30 12:00:00",0.1,1,42.1,273,0,0,50,14,137,3,3,3,0,6,5.4,0.09,0,0,43,0,1
"189","FCR",102,"2020-03-30 12:00:00",0.1,2,NA,NA,0,0,48,9,126,3,0,3,0.4,5.8,6.2,0.21,0,0,3,0,1
"190","FCR",200,"2020-03-30 12:00:00",0.1,1,88.4,357,0,0,21,7,61,3,0,0,1.4,4.1,5.4,0.13,0,0,0,0,1
"191","FCR",50,"2020-04-04 12:00:00",1.6,1,31.9,401,0,0,8,7,2,3,0,3,3.1,3.6,6.7,0.19,0,0,0,0,1
"192","FCR",50,"2020-04-04 12:00:00",9,1,23.9,333,0,0,103,3,6,3,3,0,3.2,3.5,6.7,0.25,0,0,0,0,1
"193","FCR",50,"2020-04-10 12:00:00",1.6,1,30.9,309,0,0,8,8,0,3,0,43,3.5,3.3,6.8,0.15,0,0,0,0,1
"194","FCR",50,"2020-04-10 12:00:00",4.5,1,27.8,285,0,0,6,5,1,3,0,3,1.9,3.8,5.8,0.17,0,0,0,0,1
"195","FCR",50,"2020-04-13 12:00:00",1.6,1,62.7,423,0,0,32,6,22,73,7,73,3.7,3.1,6.8,0.21,7,7,7,7,1
"196","FCR",50,"2020-04-13 12:00:00",5,1,43.9,322,0,0,3,4,7,3,0,0,2.7,3.5,6.2,0.1,0,0,0,0,1
"197","FCR",50,"2020-04-13 12:00:00",9,1,36.1,257,0,0,60,3,5,3,3,0,2.5,3.5,6,0.19,0,0,0,0,1
"198","FCR",50,"2020-04-20 12:00:00",1.6,1,31.4,315,0,0,7,7,2,3,0,3,2.6,3.3,5.9,0.14,0,0,0,0,1
"199","FCR",50,"2020-04-20 12:00:00",4.5,1,22.3,218,0,0,21,4,13,3,0,3,3.2,2.3,5.5,0.17,0,0,0,0,1
"200","FCR",50,"2020-04-20 12:00:00",9,1,26.7,382,0,0,176,4,6,3,0,0,2.8,4,6.8,0.32,0,0,0,0,1
"201","FCR",100.1,"2020-04-20 12:00:00",0.1,1,105.1,592,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,1
"202","FCR",50,"2020-04-27 12:00:00",0.1,1,23.1,222,0,0,9,4,1,3,3,3,2.6,2.9,5.6,0.12,0,0,0,0,1
"203","FCR",50,"2020-04-27 12:00:00",1.6,1,27.4,225,0,0,2,6,1,3,0,3,2.8,3.1,6,0.12,0,0,0,0,1
"204","FCR",50,"2020-04-27 12:00:00",3.8,1,21.8,210,0,0,22,8,1,3,0,3,3.4,2.1,5.5,0.14,0,0,0,0,1
"205","FCR",50,"2020-04-27 12:00:00",5,1,18.4,166,0,0,14,1,4,3,3,3,2.6,3.3,5.8,0.13,0,0,0,0,1
"206","FCR",50,"2020-04-27 12:00:00",6.2,1,32.7,341,0,0,96,3,3,0,3,3,4.8,2.4,7.3,0.24,0,0,0,0,1
"207","FCR",50,"2020-04-27 12:00:00",8,1,19.8,263,0,0,80,5,5,3,0,0,2,3.6,5.6,0.21,0,0,0,0,1
"208","FCR",50,"2020-04-27 12:00:00",9,1,22.6,370,0,0,139,4,4,3,0,3,1.7,4,5.7,0.16,0,0,0,0,1
"209","FCR",50,"2020-05-04 12:00:00",1.6,1,21.1,203,0,0,6,5,3,3,0,3,2.1,3.2,5.3,0.13,0,0,0,0,1
"210","FCR",50,"2020-05-04 12:00:00",5,1,22.1,190,0,0,5,4,3,3,0,3,2.1,3.9,5.9,0.14,0,0,0,0,1
"211","FCR",50,"2020-05-04 12:00:00",9,1,27.5,400,0,0,204,4,6,3,0,0,4.7,4.3,9,0.32,0,0,0,0,1
"212","FCR",50,"2020-05-11 12:00:00",1.6,1,17.2,113,0,0,9,5,0,3,0,43,2.1,3.3,5.3,0.13,0,0,0,0,1
"213","FCR",50,"2020-05-11 12:00:00",1.6,2,NA,NA,0,0,11,5,4,3,0,3,1.8,3.2,5,0.07,0,0,0,0,1
"214","FCR",50,"2020-05-11 12:00:00",5,1,33.6,327,0,0,7,4,3,3,0,3,1.8,3.5,5.3,0.05,0,0,0,3,1
"215","FCR",50,"2020-05-11 12:00:00",9,1,31.9,486,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,1
"216","FCR",50,"2020-05-11 12:00:00",9,2,NA,NA,0,0,276,2,2,3,3,3,3.7,3.7,7.4,0.41,0,0,0,0,1
"217","FCR",100.1,"2020-05-11 12:00:00",0.1,1,97.6,590,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,1
"218","FCR",50,"2020-05-18 12:00:00",1.6,1,18.3,180,0,0,20,5,5,3,0,0,2.5,3.1,5.6,0.11,0,0,0,0,1
"219","FCR",50,"2020-05-18 12:00:00",5,1,36.5,263,0,0,3,4,0,3,0,43,2.3,3.7,6,0.12,0,0,0,0,1
"220","FCR",50,"2020-05-18 12:00:00",9,1,24.9,289,0,0,141,4,3,3,0,3,1.9,4.3,6.3,0.22,0,0,0,0,1
"221","FCR",50,"2020-05-25 12:00:00",1.6,1,31.1,283,0,0,13,7,6,3,0,0,2.3,2.6,4.9,0.15,0,0,0,0,1
"222","FCR",50,"2020-05-25 12:00:00",5,1,29.6,222,0,0,7,5,8,3,0,0,1.8,3.5,5.3,0.12,0,0,0,0,1
"223","FCR",50,"2020-05-25 12:00:00",9,1,42.8,349,0,0,182,4,0,3,0,43,2.1,4.5,6.6,0.27,0,0,0,0,1
"224","FCR",100,"2020-05-25 12:00:00",0.1,1,33.2,243,0,0,2,7,15,3,0,3,1.8,2.3,4.1,0.09,0,0,0,0,1
"225","FCR",100.1,"2020-05-25 12:00:00",0.1,1,97.4,569,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,1
"226","FCR",200,"2020-05-25 12:00:00",0.1,1,72.2,361,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,1
"227","FCR",50,"2020-06-03 12:00:00",1.6,1,25.2,176,0,0,9,7,12,3,0,3,1.6,2.9,4.5,0.04,0,0,0,3,1
"228","FCR",50,"2020-06-03 12:00:00",5,1,37.1,218,0,0,7,4,8,3,0,0,2.6,3.6,6.2,0.13,0,0,0,0,1
"229","FCR",50,"2020-06-03 12:00:00",9,1,52,547,0,0,228,6,6,3,0,0,3.1,3.3,6.4,0.32,0,0,0,0,1
"230","FCR",50,"2020-06-08 12:00:00",1.6,1,26.3,224,0,0,10,0,2,0,43,3,2,3.1,5.2,0.12,0,0,0,0,1
"231","FCR",50,"2020-06-08 12:00:00",5,1,31.5,215,0,0,9,3,1,3,3,3,3.2,3.6,6.8,0.13,0,0,0,0,1
"232","FCR",50,"2020-06-08 12:00:00",9,1,52.2,464,0,0,268,4,0,3,0,43,2.9,4.1,7,0.36,0,0,0,0,1
"233","FCR",100,"2020-06-08 12:00:00",0.1,1,28.8,210,0,0,7,6,21,3,0,3,1.6,2.4,4,0.11,0,0,0,0,1
"234","FCR",100.1,"2020-06-08 12:00:00",0.1,1,71.2,381,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,1
"235","FCR",50,"2020-06-12 12:00:00",0.1,1,24.4,190,0,0,8,8,6,3,0,0,1.7,3,4.6,0.11,0,0,0,0,1
"236","FCR",50,"2020-06-12 12:00:00",1.6,1,19.9,180,0,0,6,8,5,3,0,0,2.2,3.1,5.3,0.13,0,0,0,0,1
"237","FCR",50,"2020-06-12 12:00:00",3.8,1,19.2,80,0,0,9,7,6,3,0,0,2.6,2.6,5.2,0.14,0,0,0,0,1
"238","FCR",50,"2020-06-12 12:00:00",5,1,51.2,237,0,0,17,3,3,3,3,3,2.6,3.8,6.4,0.12,0,0,0,0,1
"239","FCR",50,"2020-06-12 12:00:00",6.2,1,37.9,308,0,0,16,4,4,3,3,3,0,6.3,5.9,0.11,0,0,43,0,1
"240","FCR",50,"2020-06-12 12:00:00",8,1,47.1,360,0,0,155,4,5,3,0,0,0,8,6.1,0.24,0,0,43,0,1
"241","FCR",50,"2020-06-12 12:00:00",9,1,56.1,514,0,0,366,7,0,3,0,3,3.7,4.4,8.1,0.45,0,0,0,0,1
"242","FCR",50,"2020-06-22 12:00:00",0.1,1,21.9,172,0,0,10,6,2,3,0,3,1.7,2.8,4.5,0.05,0,0,0,3,1
"243","FCR",50,"2020-06-22 12:00:00",1.6,1,26.7,225,0,0,3,4,0,3,0,3,2,2.8,4.8,0.1,0,0,0,0,1
"244","FCR",50,"2020-06-22 12:00:00",3.8,1,50.8,279,0,0,1,11,2,3,3,3,2.5,3.1,5.6,0.16,0,0,0,0,1
"245","FCR",50,"2020-06-22 12:00:00",5,1,29.7,186,0,0,15,4,4,3,0,3,2.9,4.3,7.2,0.14,0,0,0,0,1
"246","FCR",50,"2020-06-22 12:00:00",6.2,1,37,242,0,0,18,6,5,3,0,0,3.3,2.9,6.1,0.11,0,0,0,0,1
"247","FCR",50,"2020-06-22 12:00:00",8,1,53.3,319,0,0,136,7,3,3,0,3,3,4.5,7.5,0.24,0,0,0,0,1
"248","FCR",50,"2020-06-22 12:00:00",9,1,74.7,553,0,0,413,2,8,3,3,0,3.3,4.8,8.1,0.49,0,0,0,0,1
"249","FCR",100,"2020-06-22 12:00:00",0.1,1,30.4,213,0,0,5,5,21,3,0,3,2.4,2.2,4.6,0.11,0,0,0,0,1
"250","FCR",100.1,"2020-06-22 12:00:00",0.1,1,98.4,508,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,1
"251","FCR",200,"2020-06-22 12:00:00",0.1,1,61.2,322,0,0,14,7,106,3,0,3,1,3.5,4.5,0.15,0,0,0,0,1
"252","FCR",50,"2020-06-29 12:00:00",0.1,1,19.3,157,0,0,19,6,10,3,0,8,2,2.8,4.8,0.09,0,0,0,0,1
"253","FCR",50,"2020-06-29 12:00:00",1.6,1,21.3,178,0,0,4,5,4,3,0,3,2.2,2.8,5,0.09,0,0,0,0,1
"254","FCR",50,"2020-06-29 12:00:00",3.8,1,55.4,296,0,0,8,7,3,3,0,3,2.3,3.4,5.7,0.17,0,0,0,0,1
"255","FCR",50,"2020-06-29 12:00:00",5,1,37.9,300,0,0,10,4,6,3,0,0,3.8,3.3,7.1,0.13,0,0,0,0,1
"256","FCR",50,"2020-06-29 12:00:00",6.2,1,32.6,278,0,0,8,5,4,3,0,3,3,2.9,5.9,0.12,0,0,0,0,1
"257","FCR",50,"2020-06-29 12:00:00",8,1,56.4,359,0,0,126,7,3,3,0,3,3.2,4,7.2,0.35,0,0,0,0,1
"258","FCR",50,"2020-06-29 12:00:00",9,1,77.6,528,0,0,324,7,1,3,0,3,3.3,4.9,8.2,0.43,0,0,0,0,1
"259","FCR",50,"2020-07-06 12:00:00",0.1,1,17.5,140,0,0,8,4,1,3,3,3,2.3,3,5.3,0.16,0,0,0,0,1
"260","FCR",50,"2020-07-06 12:00:00",1.6,1,18.3,136,0,0,11,4,2,3,0,3,2.5,2.8,5.2,0.16,0,0,0,0,1
"261","FCR",50,"2020-07-06 12:00:00",3.8,1,28.5,248,0,0,12,5,2,3,0,3,2.1,3.5,5.6,0.16,0,0,0,0,1
"262","FCR",50,"2020-07-06 12:00:00",5,1,46.6,287,0,0,8,6,4,3,0,3,1.7,4.4,6.1,0.09,0,0,0,0,1
"263","FCR",50,"2020-07-06 12:00:00",6.2,1,25.2,231,0,0,21,6,3,3,0,3,3,4.5,7.5,0.17,0,0,0,0,1
"264","FCR",50,"2020-07-06 12:00:00",8,1,21.6,178,0,0,35,3,6,3,3,0,2.4,4.6,7.1,0.21,0,0,0,0,1
"265","FCR",50,"2020-07-06 12:00:00",9,1,26.4,256,0,0,32,5,3,3,0,3,1.5,5,6.5,0.18,0,0,0,0,1
"266","FCR",100,"2020-07-06 12:00:00",0.1,1,25.8,182,0,0,4,9,23,3,0,3,2.1,2.3,4.4,0.11,0,0,0,0,1
"267","FCR",100.1,"2020-07-06 12:00:00",0.1,1,22.8,184,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,1
"268","FCR",100.1,"2020-07-06 12:00:00",0.1,2,28.6,225,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,1
"269","FCR",200,"2020-07-06 12:00:00",0.1,1,55.1,206,0,0,18,8,69,3,0,0,1.6,3.6,5.2,0.15,0,0,0,0,1
"270","FCR",50,"2020-07-13 12:00:00",0.1,1,17.5,177,0,0,3,5,2,3,0,3,2.2,3.1,5.3,0.1,0,0,0,0,1
"271","FCR",50,"2020-07-13 12:00:00",1.6,1,19.5,184,0,0,11,5,4,3,0,3,2.8,3.5,6.2,0.2,0,0,0,0,1
"272","FCR",50,"2020-07-13 12:00:00",3.8,1,26.4,271,0,0,13,7,2,3,0,3,4.4,3,7.4,0.22,0,0,0,0,1
"273","FCR",50,"2020-07-13 12:00:00",5,1,59.7,524,0,0,2,4,4,3,0,3,2.3,5.1,7.3,0.15,0,0,0,0,1
"274","FCR",50,"2020-07-13 12:00:00",6.2,1,29.7,292,0,0,7,4,4,3,0,3,1.7,4.8,6.6,0.17,0,0,0,0,1
"275","FCR",50,"2020-07-13 12:00:00",8,1,26.1,247,0,0,13,4,1,3,0,3,4.3,3,7.4,0.18,0,0,0,0,1
"276","FCR",50,"2020-07-13 12:00:00",9,1,27.3,256,0,0,9,5,2,3,0,3,1.9,5,6.9,0.12,0,0,0,0,1
"277","FCR",50,"2020-07-20 12:00:00",0.1,1,18,291,0,0,15,6,4,3,0,3,2.7,2.7,5.4,0.19,0,0,0,0,1
"278","FCR",50,"2020-07-20 12:00:00",1.6,1,24.9,453,0,0,14,10,5,3,0,0,2.8,3.1,5.9,0.21,0,0,0,0,1
"279","FCR",50,"2020-07-20 12:00:00",3.8,1,36.6,365,0,0,6,7,2,3,0,3,4,3.6,7.6,0.19,0,0,0,0,1
"280","FCR",50,"2020-07-20 12:00:00",5,1,34.8,292,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,1
"281","FCR",50,"2020-07-20 12:00:00",6.2,1,27.2,278,0,0,9,5,1,3,0,3,2.3,3.8,6.2,0.13,0,0,0,0,1
"282","FCR",50,"2020-07-20 12:00:00",8,1,29.3,235,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,1
"283","FCR",50,"2020-07-20 12:00:00",9,1,27.7,202,0,0,7,4,0,3,3,43,1.7,5,6.7,0.12,0,0,0,0,1
"284","FCR",100,"2020-07-20 12:00:00",0.1,1,27.8,284,0,0,7,7,35,3,0,3,2.3,2.5,4.7,0.14,0,0,0,0,1
"285","FCR",100.1,"2020-07-20 12:00:00",0.1,1,54.8,374,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,1
"286","FCR",100.1,"2020-07-20 12:00:00",0.1,2,97.6,669,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,1
"287","FCR",200,"2020-07-20 12:00:00",0.1,1,53.8,181,0,0,18,10,36,3,0,3,1.1,4.5,5.5,0.11,0,0,0,0,1
"288","FCR",50,"2020-07-27 12:00:00",0.1,1,20.1,674,0,0,11,6,0,3,0,3,3.8,3,6.8,0.36,0,0,0,0,1
"289","FCR",50,"2020-07-27 12:00:00",1.6,1,24.9,615,0,0,15,12,5,3,3,0,3.6,2.8,6.3,0.31,0,0,0,0,1
"290","FCR",50,"2020-07-27 12:00:00",3.8,1,31.2,462,0,0,34,7,3,3,0,3,2.8,2.9,5.7,0.18,0,0,0,0,1
"291","FCR",50,"2020-07-27 12:00:00",5,1,29.7,275,0,0,19,4,5,3,0,0,2.2,4.5,6.6,0.13,0,0,0,0,1
"292","FCR",50,"2020-07-27 12:00:00",6.2,1,22.8,146,0,0,22,5,7,3,0,0,1.3,5.4,6.7,0.14,0,0,0,0,1
"293","FCR",50,"2020-07-27 12:00:00",8,1,30.9,277,0,0,21,6,6,3,0,0,1.6,4.9,6.5,0.14,0,0,0,0,1
"294","FCR",50,"2020-07-27 12:00:00",9,1,24.9,260,0,0,28,6,3,3,0,3,2.4,5.3,7.7,0.22,0,0,0,0,1
"295","FCR",50,"2020-08-03 12:00:00",0.1,1,31.5,964,0,0,11,13,4,3,3,3,1.8,4.5,6.3,0.33,0,0,0,0,1
"296","FCR",50,"2020-08-03 12:00:00",1.6,1,30.9,419,0,0,19,8,1,3,0,3,3,3.2,6.2,0.25,0,0,0,0,1
"297","FCR",50,"2020-08-03 12:00:00",3.8,1,24,243,0,0,84,2,1,3,3,3,2.1,3.7,5.8,0.19,0,0,0,0,1
"298","FCR",50,"2020-08-03 12:00:00",5,1,34.9,347,0,0,63,4,4,3,3,3,2.1,4.6,6.7,0.25,0,0,0,0,1
"299","FCR",50,"2020-08-03 12:00:00",6.2,1,21.9,207,0,0,59,2,4,3,3,0,2.1,4.7,6.7,0.13,0,0,0,0,1
"300","FCR",50,"2020-08-03 12:00:00",8,1,22.8,279,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,1
"301","FCR",100,"2020-08-07 12:00:00",0.1,1,NA,NA,0,0,10,10,130,0,0,3,1,3,4,0.16,0,0,0,0,1
"302","FCR",200,"2020-08-07 12:00:00",0.1,1,52.1,176,0,0,27,7,44,3,0,0,1.4,5,6.3,0.09,0,0,0,0,1
"303","FCR",50,"2020-08-10 12:00:00",0.1,1,27.5,683,0,0,8,9,3,3,0,3,3.1,3.1,6.2,0.28,0,0,0,0,1
"304","FCR",50,"2020-08-10 12:00:00",1.6,1,35.5,783,0,0,14,9,2,3,0,3,3.3,3.1,6.4,0.31,0,0,0,0,1
"305","FCR",50,"2020-08-10 12:00:00",3.8,1,34.2,332,0,0,72,5,1,3,0,3,3,3,6,0.21,0,0,0,0,1
"306","FCR",50,"2020-08-10 12:00:00",5,1,37.8,463,0,0,94,5,7,0,0,0,2.3,4,6.3,0.2,0,0,0,0,1
"307","FCR",50,"2020-08-10 12:00:00",6.2,1,38.1,367,0,0,120,2,6,3,3,0,2.5,4.5,7,0.24,0,0,0,0,1
"308","FCR",50,"2020-08-10 12:00:00",8,1,30.8,413,0,0,126,5,2,3,0,3,2.5,4.7,7.2,0.23,0,0,0,0,1
"309","FCR",50,"2020-08-10 12:00:00",9,1,33.7,397,0,0,121,2,1,3,3,3,2.2,5.1,7.3,0.21,0,0,0,0,1
"310","FCR",100,"2020-08-10 12:00:00",0.1,1,24.2,276,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,1
"311","FCR",100.1,"2020-08-10 12:00:00",0.1,1,98.4,682,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,1
"312","FCR",100.1,"2020-08-10 12:00:00",0.1,2,271.5,1160,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,1
"313","FCR",50,"2020-08-17 12:00:00",0.1,1,31.4,705,0,0,10,11,5,3,3,0,4.1,2.4,6.5,0.22,0,0,0,0,1
"314","FCR",50,"2020-08-17 12:00:00",1.6,1,31.8,754,0,0,11,7,4,3,0,3,3.4,3.4,6.8,0.33,0,0,0,0,1
"315","FCR",50,"2020-08-17 12:00:00",3.8,1,46.8,586,0,0,118,5,6,3,0,0,2.3,4.1,6.4,0.21,0,0,0,0,1
"316","FCR",50,"2020-08-17 12:00:00",5,1,54,713,0,0,115,4,5,3,0,0,2.4,3.9,6.4,0.2,0,0,0,0,1
"317","FCR",50,"2020-08-17 12:00:00",6.2,1,32.9,440,0,0,179,2,9,3,3,0,0,10.3,6.8,0.29,0,0,43,0,1
"318","FCR",50,"2020-08-17 12:00:00",8,1,33.6,406,0,0,240,10,6,3,3,0,1.2,6.2,7.4,0.45,0,0,0,0,1
"319","FCR",50,"2020-08-17 12:00:00",9,1,39.1,526,0,0,231,4,6,3,0,0,3.2,4.1,7.3,0.3,0,0,0,0,1
"320","FCR",50,"2020-08-24 12:00:00",0.1,1,26.1,459,0,0,12,9,5,3,0,0,3.3,3.2,6.5,0.22,0,0,0,0,1
"321","FCR",50,"2020-08-24 12:00:00",1.6,1,31.2,557,0,0,11,8,4,3,0,3,2.9,3.2,6.1,0.19,0,0,0,0,1
"322","FCR",50,"2020-08-24 12:00:00",3.8,1,45.5,455,0,0,57,5,8,3,0,0,2.3,4.5,6.9,0.22,0,0,0,0,1
"323","FCR",50,"2020-08-24 12:00:00",5,1,38,472,0,0,296,4,6,3,0,0,2.6,5.9,8.5,0.42,0,0,0,0,1
"324","FCR",50,"2020-08-24 12:00:00",6.2,1,45.4,485,0,0,320,4,5,3,0,0,2.7,5.4,8.1,0.47,0,0,0,0,1
"325","FCR",50,"2020-08-24 12:00:00",8,1,32.8,458,0,0,318,6,8,3,0,0,2,5.4,7.4,0.42,0,0,0,0,1
"326","FCR",50,"2020-08-24 12:00:00",9,1,34.4,484,0,0,351,5,4,3,0,3,0.4,6.1,6.5,0.43,0,0,3,0,1
"327","FCR",100,"2020-08-24 12:00:00",0.1,1,36.6,550,0,0,3,16,178,3,3,3,0.3,3.3,3.6,0.14,0,0,3,0,1
"328","FCR",50,"2020-09-02 12:00:00",0.1,1,34.8,518,0,0,12,11,2,3,3,3,4.7,1.8,6.5,0.24,0,0,0,0,1
"329","FCR",50,"2020-09-02 12:00:00",1.6,1,42.6,610,0,0,38,8,5,3,0,0,5.3,2,7.4,0.28,0,0,0,0,1
"330","FCR",50,"2020-09-02 12:00:00",3.8,1,51.8,427,0,0,29,8,4,3,0,3,2,4.3,6.3,0.19,0,0,0,0,1
"331","FCR",50,"2020-09-02 12:00:00",5,1,34,523,0,0,310,3,3,3,3,3,0.8,5.6,6.3,0.36,0,0,0,0,1
"332","FCR",50,"2020-09-02 12:00:00",6.2,1,29.6,562,0,0,414,6,3,3,0,3,0,6.5,5.5,0.41,0,0,43,0,1
"333","FCR",50,"2020-09-02 12:00:00",8,1,34.1,685,0,0,488,9,3,3,0,3,0,6.8,6,0.48,0,0,43,0,1
"334","FCR",50,"2020-09-02 12:00:00",9,1,30.2,580,0,0,456,7,3,3,0,3,1,5.7,6.7,0.47,0,0,0,0,1
"335","FCR",100,"2020-09-02 12:00:00",0.1,1,42.1,332,0,0,8,18,78,83,3,0,1,3.3,4.3,0.14,0,0,0,0,1
"336","FCR",100.1,"2020-09-02 12:00:00",0.1,1,135,1036,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,1
"337","FCR",100.1,"2020-09-02 12:00:00",0.1,2,131,822,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,1
"338","FCR",200,"2020-09-02 12:00:00",0.1,1,283.6,772,0,0,40,7,38,83,0,3,1.9,4.8,6.8,0.17,0,0,0,0,1
"339","FCR",50,"2020-09-11 12:00:00",0.1,1,42.7,967,0,0,11,13,3,3,3,3,2.8,2.7,5.5,0.23,0,0,0,0,1
"340","FCR",50,"2020-09-11 12:00:00",1.6,1,33.8,802,0,0,18,11,1,3,3,3,3.3,3.4,6.7,0.28,0,0,0,0,1
"341","FCR",50,"2020-09-11 12:00:00",3.8,1,43,440,0,0,43,7,7,3,0,0,0.5,5.5,6,0.19,0,0,3,0,1
"342","FCR",50,"2020-09-11 12:00:00",5,1,57.2,703,0,0,508,4,5,3,3,0,0.9,5.7,6.6,0.55,0,0,0,0,1
"343","FCR",50,"2020-09-11 12:00:00",6.2,1,29.4,672,0,0,538,9,7,3,0,0,1.8,5.8,7.5,0.76,0,0,0,0,1
"344","FCR",50,"2020-09-11 12:00:00",8,1,37.7,762,0,0,629,7,6,3,0,0,1.4,6.1,7.5,0.71,0,0,0,0,1
"345","FCR",50,"2020-09-11 12:00:00",9,1,22.7,724,0,0,520,7,6,3,0,0,1.8,5.9,7.7,0.53,0,0,0,0,1
"346","FCR",50,"2020-09-15 12:00:00",0.1,1,34,1140,0,0,5,13,4,3,3,3,7.3,2.4,9.7,0.42,0,0,0,0,1
"347","FCR",50,"2020-09-15 12:00:00",1.6,1,38.6,1097,0,0,8,18,2,3,83,3,3.9,2.4,6.3,0.28,0,0,0,0,1
"348","FCR",50,"2020-09-15 12:00:00",3.8,1,47.2,635,0,0,101,9,2,3,0,3,2.8,3.4,6.2,0.25,0,0,0,0,1
"349","FCR",50,"2020-09-15 12:00:00",5,1,42,794,0,0,452,7,5,3,0,0,2.8,3.9,6.8,0.46,0,0,0,0,1
"350","FCR",50,"2020-09-15 12:00:00",6.2,1,34.8,896,0,0,516,9,3,3,0,3,2.2,4.5,6.7,0.55,0,0,0,0,1
"351","FCR",50,"2020-09-15 12:00:00",8,1,51.3,1006,0,0,733,4,5,3,0,0,1.7,5.9,7.5,0.77,0,0,0,0,1
"352","FCR",50,"2020-09-15 12:00:00",9,1,73.4,1258,0,0,906,1,7,0,3,0,2,6.2,8.2,0.7,0,0,0,0,1
"353","FCR",100,"2020-09-15 12:00:00",0.1,1,34.6,267,0,0,15,18,133,3,3,3,1,3.5,4.6,0.22,0,0,0,0,1
"354","FCR",100.1,"2020-09-15 12:00:00",0.1,1,55.3,558,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,1
"355","FCR",100.1,"2020-09-15 12:00:00",0.1,2,90.2,655,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,1
"356","FCR",50,"2020-09-21 12:00:00",0.1,1,33.8,830,0,0,12,11,2,3,3,3,1.9,3.1,5.1,0.18,0,0,0,0,1
"357","FCR",50,"2020-09-21 12:00:00",1.6,1,34,859,0,0,15,9,4,3,0,3,5.1,2.7,7.9,0.27,0,0,0,0,1
"358","FCR",50,"2020-09-21 12:00:00",3.8,1,37.3,680,0,0,109,3,4,3,3,3,4.2,3.5,7.7,0.26,0,0,0,0,1
"359","FCR",50,"2020-09-21 12:00:00",5,1,44.4,742,0,0,278,6,2,3,0,3,0.8,4.1,4.9,0.26,0,0,0,0,1
"360","FCR",50,"2020-09-21 12:00:00",6.2,1,33.7,748,0,0,594,8,4,3,0,3,0,7,6.2,0.52,0,0,43,0,1
"361","FCR",50,"2020-09-21 12:00:00",8,1,53.1,994,0,0,795,9,7,3,0,0,2.2,4.4,6.6,0.67,0,0,0,0,1
"362","FCR",50,"2020-09-21 12:00:00",9,1,66.2,1770,0,83,1460,13,4,83,3,3,1.9,6.6,8.5,1.34,0,0,0,0,1
"363","FCR",50,"2020-09-30 12:00:00",0.1,1,64.7,0,0,43,20,8,5,3,0,0,0.9,6,6.9,0.21,0,0,0,0,1
